0	0
0	123
0	228
0	388
1	1
1	385
2	2
2	109
2	267
3	3
3	66
3	91
4	4
4	261
4	365
5	5
5	130
5	260
5	312
5	338
6	6
6	7
6	69
6	80
6	112
6	213
6	352
6	500
6	525
6	540
6	557
7	6
7	7
7	80
7	112
7	149
7	503
7	540
7	557
8	8
8	125
8	540
9	9
9	18
9	72
9	127
9	175
9	199
9	286
9	377
9	401
9	459
10	10
10	299
11	11
11	111
11	162
12	12
12	91
13	13
13	41
14	14
14	117
14	209
14	550
15	15
15	292
15	539
16	16
16	106
16	111
16	298
16	302
16	337
16	363
16	513
17	17
17	81
17	102
17	109
17	111
17	131
17	161
17	181
17	226
17	266
17	274
17	302
17	380
17	508
17	553
18	9
18	18
18	19
18	31
18	72
18	95
18	127
18	151
18	171
18	175
18	178
18	183
18	197
18	201
18	263
18	275
18	280
18	281
18	286
18	315
18	320
18	329
18	359
18	368
18	377
18	378
18	401
18	402
18	413
18	459
18	463
18	472
18	478
18	523
18	543
19	18
19	19
19	275
19	286
19	329
19	463
20	20
20	373
20	492
20	541
20	561
20	567
21	21
21	42
22	22
22	80
22	316
23	23
23	123
23	144
23	189
23	228
23	388
23	449
23	495
24	24
24	175
25	25
25	30
25	192
25	318
25	335
25	436
25	441
26	26
26	173
26	417
26	422
26	504
27	27
27	241
27	354
27	565
28	28
28	69
29	29
29	55
29	297
30	25
30	30
30	335
30	436
30	457
31	18
31	31
31	197
31	286
31	329
31	359
31	377
31	459
32	32
32	56
33	33
33	59
33	128
33	465
34	34
34	321
34	350
35	35
35	321
35	350
36	36
36	350
37	37
37	62
37	345
37	510
38	38
38	238
38	280
39	39
39	311
40	40
40	427
40	479
41	13
41	41
41	223
41	230
41	307
41	360
41	490
42	21
42	42
42	137
42	291
42	395
42	502
43	43
43	80
43	213
43	316
43	429
43	500
44	44
44	104
45	45
45	141
46	46
46	186
46	316
46	429
46	568
47	47
47	424
47	558
48	48
48	111
48	265
48	274
48	521
49	49
49	334
49	351
49	367
50	50
50	102
50	111
50	162
50	274
50	553
51	51
51	153
51	191
51	453
51	470
51	548
52	52
52	53
52	104
52	180
52	422
53	52
53	53
53	67
53	104
53	180
53	422
54	54
54	152
54	303
55	29
55	55
55	195
55	237
55	297
56	32
56	56
57	57
57	413
58	58
58	137
59	33
59	59
59	128
59	356
59	390
59	393
59	465
60	60
60	84
60	116
60	360
60	490
60	511
61	61
61	477
62	37
62	62
62	291
62	345
62	358
62	510
63	63
63	295
64	64
64	88
64	326
64	332
64	404
64	411
64	434
64	514
65	65
65	234
65	356
66	3
66	66
66	330
67	53
67	67
67	104
67	218
67	422
68	68
68	278
68	292
68	403
69	6
69	28
69	69
69	80
69	91
69	156
69	232
69	247
69	293
69	305
69	317
69	330
69	352
69	429
69	525
69	540
69	557
70	70
70	103
70	121
70	287
70	556
71	71
71	505
72	9
72	18
72	72
72	127
72	152
72	154
72	175
72	199
72	238
72	262
72	263
72	286
72	315
72	359
72	361
72	377
72	401
72	402
72	426
72	459
72	472
72	478
72	523
73	73
73	80
73	112
73	122
73	137
73	291
74	74
74	400
74	402
75	75
75	377
76	76
76	135
76	176
76	267
76	269
77	77
77	414
77	547
77	551
78	78
78	139
78	283
78	288
79	79
79	106
79	187
79	490
80	6
80	7
80	22
80	43
80	69
80	73
80	80
80	112
80	122
80	126
80	213
80	247
80	272
80	291
80	316
80	352
80	406
80	429
80	482
80	500
80	503
80	540
80	557
80	568
81	17
81	81
81	274
82	82
82	124
82	280
83	83
83	455
84	60
84	84
85	85
85	274
85	521
86	86
86	299
87	87
87	98
87	313
87	324
88	64
88	88
88	332
88	404
88	411
88	434
88	514
89	89
89	545
90	90
90	124
90	142
90	190
90	340
90	384
90	447
91	3
91	12
91	69
91	91
91	156
91	352
91	540
92	92
92	177
92	290
92	459
93	93
93	303
94	94
94	405
95	18
95	95
95	286
95	377
95	459
96	96
96	115
96	278
96	301
96	347
96	398
96	516
97	97
97	249
97	462
97	542
98	87
98	98
98	313
98	324
99	99
99	122
99	129
99	137
99	186
99	253
99	271
99	399
100	100
100	208
100	319
100	391
101	101
101	111
101	193
101	297
101	421
101	513
101	521
102	17
102	50
102	102
102	111
102	274
102	419
102	443
102	553
103	70
103	103
103	287
103	556
104	44
104	52
104	53
104	67
104	104
104	168
104	180
104	422
105	105
105	536
106	16
106	79
106	106
106	187
106	302
106	490
106	511
107	107
107	303
108	108
108	111
109	2
109	17
109	109
109	111
109	274
109	521
110	110
110	120
110	173
110	185
110	504
110	532
111	11
111	16
111	17
111	48
111	50
111	101
111	102
111	108
111	109
111	111
111	131
111	160
111	161
111	162
111	167
111	181
111	217
111	266
111	269
111	274
111	295
111	298
111	363
111	372
111	375
111	380
111	407
111	419
111	421
111	443
111	501
111	508
111	521
111	553
111	554
112	6
112	7
112	73
112	80
112	112
112	137
112	272
112	316
112	429
112	482
112	540
112	557
113	113
113	310
114	114
114	377
114	479
115	96
115	115
115	516
116	60
116	116
117	14
117	117
117	550
118	118
118	341
118	384
119	119
119	377
120	110
120	120
120	452
120	504
121	70
121	121
122	73
122	80
122	99
122	122
122	247
122	272
123	0
123	23
123	123
123	144
123	189
123	228
123	267
123	364
123	388
123	403
123	449
123	495
124	82
124	90
124	124
124	142
125	8
125	125
125	540
125	544
125	546
126	80
126	126
126	316
126	540
126	557
127	9
127	18
127	72
127	127
127	201
127	263
127	275
127	286
127	377
127	463
127	519
128	33
128	59
128	128
129	99
129	129
130	5
130	130
130	176
130	217
130	260
130	312
130	323
130	338
131	17
131	111
131	131
131	181
131	228
131	274
132	132
132	370
132	377
132	459
133	133
133	485
133	541
134	134
134	164
134	170
134	261
134	282
134	354
134	498
134	512
134	550
135	76
135	135
135	228
135	267
135	495
136	136
136	310
137	42
137	58
137	73
137	99
137	112
137	137
137	212
137	245
137	250
137	291
137	358
137	395
137	467
137	482
137	557
138	138
138	550
139	78
139	139
139	182
139	205
139	283
139	288
139	488
139	526
140	140
140	493
141	45
141	141
142	90
142	124
142	142
142	340
142	341
142	384
143	143
143	297
144	23
144	123
144	144
144	189
144	228
144	267
144	364
144	388
144	405
144	449
144	495
144	515
145	145
145	287
145	556
146	146
146	278
146	301
147	147
147	293
148	148
148	246
148	402
149	7
149	149
149	293
149	305
149	330
149	540
149	557
150	150
150	289
150	450
151	18
151	151
151	175
151	315
151	368
151	378
151	413
151	459
152	54
152	72
152	152
152	175
152	184
152	252
152	315
152	459
153	51
153	153
153	191
153	415
154	72
154	154
154	199
154	238
154	306
154	459
155	155
155	203
155	420
156	69
156	91
156	156
157	157
157	192
157	280
158	158
158	333
159	159
159	415
160	111
160	160
160	515
160	553
161	17
161	111
161	161
162	11
162	50
162	111
162	162
162	176
162	269
162	274
162	508
162	521
162	553
163	163
163	238
163	280
164	134
164	164
164	282
164	498
165	165
165	477
166	166
166	369
167	111
167	167
168	104
168	168
168	422
169	169
169	299
170	134
170	170
170	550
171	18
171	171
171	199
171	377
171	413
171	459
172	172
172	310
173	26
173	110
173	173
173	185
173	389
173	417
173	440
173	476
173	504
173	532
174	174
174	208
174	319
174	346
175	9
175	18
175	24
175	72
175	151
175	152
175	175
175	183
175	199
175	263
175	281
175	315
175	335
175	348
175	359
175	361
175	368
175	377
175	378
175	401
175	413
175	438
175	444
175	459
175	472
175	483
175	506
175	523
176	76
176	130
176	162
176	176
176	195
176	269
176	274
176	337
176	379
177	92
177	177
177	199
177	290
178	18
178	178
178	318
179	179
179	241
179	267
179	300
179	394
179	437
179	565
180	52
180	53
180	104
180	180
180	422
181	17
181	111
181	131
181	181
181	274
181	508
182	139
182	182
182	288
183	18
183	175
183	183
183	199
183	341
183	377
183	447
183	459
184	152
184	184
184	459
185	110
185	173
185	185
185	504
186	46
186	99
186	186
186	316
186	429
187	79
187	106
187	187
188	188
188	408
188	454
189	23
189	123
189	144
189	189
189	228
189	364
189	388
189	449
189	495
190	90
190	190
190	228
191	51
191	153
191	191
191	349
191	372
191	453
191	527
192	25
192	157
192	192
192	335
192	436
192	491
192	528
193	101
193	193
194	194
194	371
195	55
195	176
195	195
195	269
195	274
195	297
195	379
195	513
196	196
196	314
197	18
197	31
197	197
197	286
197	320
197	413
197	459
197	463
198	198
198	235
198	308
198	382
198	448
199	9
199	72
199	154
199	171
199	175
199	177
199	183
199	199
199	238
199	262
199	263
199	275
199	281
199	306
199	315
199	320
199	359
199	361
199	368
199	377
199	378
199	401
199	402
199	413
199	459
199	472
199	523
200	200
200	402
201	18
201	127
201	201
201	255
202	202
202	322
202	504
203	155
203	203
203	420
204	204
204	508
205	139
205	205
206	206
206	409
207	207
207	301
208	100
208	174
208	208
209	14
209	209
210	210
210	418
210	430
210	456
210	471
210	520
211	211
211	241
212	137
212	212
212	291
212	540
213	6
213	43
213	80
213	213
213	429
214	214
214	458
214	504
214	532
215	215
215	531
215	547
216	216
216	508
217	111
217	130
217	217
217	323
218	67
218	218
218	262
218	422
218	474
219	219
219	236
219	294
219	535
220	220
220	455
221	221
221	377
221	457
222	222
222	225
222	534
223	41
223	223
224	224
224	328
224	343
224	344
224	466
225	222
225	225
225	534
226	17
226	226
226	274
226	407
226	435
226	507
227	227
227	331
227	410
228	0
228	23
228	123
228	131
228	135
228	144
228	189
228	190
228	228
228	240
228	267
228	364
228	388
228	403
228	405
228	449
229	229
229	274
229	298
229	453
230	41
230	230
231	231
231	278
231	301
231	442
231	516
232	69
232	232
233	233
233	333
234	65
234	234
234	356
234	400
234	477
235	198
235	235
235	308
235	549
236	219
236	236
236	294
236	535
237	55
237	237
237	274
237	508
238	38
238	72
238	154
238	163
238	199
238	238
238	256
238	306
238	383
238	397
239	239
239	338
240	228
240	240
240	282
241	27
241	179
241	211
241	241
241	300
241	380
241	481
241	512
241	565
242	242
242	504
243	243
243	325
243	362
244	244
244	274
244	314
245	137
245	245
245	353
245	482
246	148
246	246
247	69
247	80
247	122
247	247
247	250
247	305
247	316
247	330
247	540
248	248
248	450
249	97
249	249
249	542
250	137
250	247
250	250
250	291
250	467
251	251
251	389
252	152
252	252
252	377
252	459
253	99
253	253
254	254
254	278
255	201
255	255
255	405
256	238
256	256
256	457
257	257
257	461
257	520
258	258
258	536
259	259
259	520
260	5
260	130
260	260
260	312
260	338
261	4
261	134
261	261
261	405
261	531
261	537
261	569
262	72
262	199
262	218
262	262
262	479
263	18
263	72
263	127
263	175
263	199
263	263
263	286
263	377
263	402
263	459
263	523
264	264
264	369
264	416
264	428
265	48
265	265
265	521
266	17
266	111
266	266
266	274
267	2
267	76
267	123
267	135
267	144
267	179
267	228
267	267
267	388
267	449
267	495
268	268
268	377
269	76
269	111
269	162
269	176
269	195
269	269
269	274
269	508
269	517
270	270
270	308
270	529
271	99
271	271
272	80
272	112
272	122
272	272
272	429
272	557
273	273
273	504
274	17
274	48
274	50
274	81
274	85
274	102
274	109
274	111
274	131
274	162
274	176
274	181
274	195
274	226
274	229
274	237
274	244
274	266
274	269
274	274
274	295
274	298
274	314
274	349
274	363
274	375
274	379
274	380
274	407
274	419
274	421
274	443
274	494
274	501
274	508
274	521
274	553
274	554
275	18
275	19
275	127
275	199
275	275
275	286
275	377
275	402
275	459
276	276
276	394
277	277
277	384
278	68
278	96
278	146
278	231
278	254
278	278
278	296
278	301
278	460
278	516
278	530
278	560
279	279
279	282
279	531
279	550
280	18
280	38
280	82
280	157
280	163
280	280
280	377
280	383
280	397
280	402
280	491
280	528
281	18
281	175
281	199
281	281
281	341
281	377
281	447
281	459
282	134
282	164
282	240
282	279
282	282
282	414
282	432
282	495
282	498
282	550
283	78
283	139
283	283
283	457
283	526
284	284
